,Item_Weight,Item_Visibility,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Has_Been_Standing_For,Minn_sales_of_Item,Max_sales_of_Item,Min_sales_of_store,Min_Visibility,Item_MRP_range
475,14.3,0.127541722,Tier 1,Supermarket Type1,1193.1136,12,681.7792,3494.1184,101.8674,0.126924095,3.799999999999997
476,8.695,0.119513002,Tier 2|3,Supermarket Type1,856.8846,5,666.4658,1428.141,113.8518,0.119436131,2.299999999999997
477,16.35,0.054463442,Tier 2|3,Grocery Store,165.7842,11,165.7842,5470.8786,33.29,0.032381325,2.3000000000000114
478,6.135,0.0,Tier 2|3,Supermarket Type1,1057.9562,7,1057.9562,3325.0052,99.87,0.0,1.5
479,19.5,0.015756784,Tier 2|3,Supermarket Type1,2205.1296,7,551.2824,4042.7376,99.87,0.015711807,3.799999999999983
480,9.5,0.010907967,Tier 2|3,Supermarket Type1,2940.1728,22,367.5216,5329.0632,73.238,0.0,3.200000000000017
481,8.895,0.07543556,Tier 2|3,Supermarket Type1,3046.7008,5,468.7232,4452.8704,113.8518,0.0,3.0
482,18.25,0.0,Tier 1,Supermarket Type1,3327.6684,12,195.7452,5872.356,101.8674,0.0,3.0
483,21.35,0.11519471699999999,Tier 2|3,Grocery Store,520.6556,11,520.6556,7028.8506,33.29,0.068489201,2.099999999999966
484,19.7,0.066922802,Tier 2|3,Supermarket Type1,2999.429,5,882.185,3705.177,113.8518,0.066611321,3.9000000000000057
485,13.35,0.064636203,Tier 2|3,Supermarket Type3,2113.2492,24,643.1628,2113.2492,241.6854,0.064636203,3.5
486,16.6,0.10319540099999999,Tier 2|3,Supermarket Type1,942.7728,7,942.7728,2239.0854,99.87,0.103146658,1.3999999999999915
487,13.1,0.13121032,Tier 1,Grocery Store,75.2354,24,75.2354,1956.1204,33.9558,0.07494003,2.1999999999999886
488,10.895,0.035747522000000004,Tier 1,Supermarket Type1,1581.9408,12,263.6568,5404.9644,101.8674,0.035574413,3.3000000000000114
489,15.85,0.192650072,Tier 1,Grocery Store,37.9506,24,37.9506,986.7156,33.9558,0.0,3.0
490,15.7,0.09803177099999999,Tier 1,Grocery Store,151.8024,24,151.8024,3795.06,33.9558,0.055943697,2.9000000000000057
491,8.0,0.030118337999999998,Tier 2|3,Supermarket Type3,3486.1288,24,249.0092,6972.2576,241.6854,0.030118337999999998,2.9000000000000057
492,8.51,0.016201845,Tier 2|3,Supermarket Type1,4262.4516,2,387.4956,4262.4516,143.8128,0.016135764,3.5
493,14.15,0.05837308,Tier 2|3,Grocery Store,731.0484,11,731.0484,6579.4356,33.29,0.0,3.700000000000017
494,6.65,0.087652908,Tier 2|3,Supermarket Type1,1398.8458,5,1398.8458,2416.1882,113.8518,0.087652908,2.0999999999999943
495,15.25,0.065999008,Tier 1,Supermarket Type1,2336.958,10,1438.128,7370.406,111.8544,0.0,3.8000000000000114
496,18.25,0.088750333,Tier 2|3,Supermarket Type1,2348.9424,22,195.7452,5872.356,73.238,0.0,3.0
497,15.5,0.100277876,Tier 2|3,Supermarket Type3,7094.7648,24,2759.0752,7094.7648,241.6854,0.100277876,2.5
498,16.0,0.09925243800000001,Tier 2|3,Supermarket Type1,1054.6272,5,263.6568,1669.8264,113.8518,0.099188598,1.9000000000000057
499,19.2,0.0,Tier 2|3,Supermarket Type1,1298.31,7,1038.6480000000001,3635.268,99.87,0.0,3.3999999999999915
500,12.15,0.0,Tier 2|3,Supermarket Type1,2330.3,2,1048.635,2912.875,143.8128,0.0,3.799999999999997
501,8.895,0.026384672,Tier 1,Supermarket Type1,4584.6988,10,833.5816,6668.6528,111.8544,0.026216144,3.5999999999999943
502,10.895,0.228993134,Tier 2|3,Grocery Store,527.3136,11,527.3136,7646.0472,33.29,0.136696892,3.0
503,16.0,0.065431917,Tier 2|3,Supermarket Type1,1869.5664,2,856.8846,1869.5664,143.8128,0.065009745,3.4000000000000057
504,10.895,0.026749991,Tier 2|3,Supermarket Type3,2876.256,24,319.584,2876.256,241.6854,0.026749991,1.1000000000000085
505,9.195,0.0,Tier 2|3,Supermarket Type2,407.4696,0,135.8232,1086.5856,69.2432,0.0,3.0
506,11.35,0.043333912,Tier 2|3,Supermarket Type2,2189.8162,0,995.3710000000001,3981.4840000000004,69.2432,0.042949109000000006,4.0
507,10.0,0.08965681199999999,Tier 2|3,Supermarket Type1,1603.9122,2,145.8102,3791.0652,143.8128,0.089078338,3.6999999999999886
508,9.395,0.039954281,Tier 2|3,Supermarket Type1,2013.3792,5,167.7816,2348.9424,113.8518,0.03976832,3.200000000000003
509,15.199999999999998,0.087854925,Tier 1,Grocery Store,95.8752,24,95.8752,2588.6304,33.9558,0.0,2.5
510,20.75,0.14940405699999998,Tier 2|3,Grocery Store,774.9912,11,774.9912,7943.6598,33.29,0.088828418,1.4000000000000057
511,9.8,0.0268952,Tier 2|3,Supermarket Type1,2403.538,7,253.00400000000002,3036.048,99.87,0.02681843,2.6000000000000085
512,5.695,0.065857092,Tier 2|3,Supermarket Type2,4380.2982,0,1288.323,9275.9256,69.2432,0.065272284,3.1999999999999886
513,18.2,0.161817014,Tier 2|3,Supermarket Type1,219.71400000000003,7,109.85700000000001,1318.2839999999999,99.87,0.160707489,0.8000000000000043
514,19.35,0.082197959,Tier 2|3,Supermarket Type1,729.051,22,145.8102,1069.2748,73.238,0.08186804,2.3999999999999986
515,18.35,0.015335349,Tier 2|3,Supermarket Type1,1393.5194,7,1393.5194,2036.6822,99.87,0.015291576000000001,2.299999999999997
516,6.36,0.00599072,Tier 2|3,Supermarket Type1,5262.4832,7,822.263,5262.4832,99.87,0.0059496440000000005,2.700000000000017
517,9.8,0.013898123,Tier 2|3,Supermarket Type2,372.848,0,186.424,1398.18,69.2432,0.013830218,2.5
518,20.7,0.078912473,Tier 2|3,Supermarket Type3,3273.7386,24,892.8378,3273.7386,241.6854,0.0,2.9000000000000057
519,9.895,0.059776237,Tier 2|3,Supermarket Type3,5344.3766,24,3717.8272,6041.4692,241.6854,0.059776237,3.5999999999999943
520,6.635,0.0,Tier 2|3,Supermarket Type1,303.6048,22,37.9506,1176.4686,73.238,0.0,3.1000000000000014
521,18.1,0.29788371199999997,Tier 2|3,Grocery Store,314.2576,11,314.2576,3299.7048,33.29,0.17824575,3.4000000000000057
522,8.93,0.022059594,Tier 2|3,Grocery Store,276.307,11,276.307,994.7052,33.29,0.0,3.1999999999999957
523,8.3,0.03532494,Tier 2|3,Supermarket Type1,721.0614,22,417.4566,834.9132,73.238,0.035183156,2.700000000000003
524,8.895,0.124967595,Tier 2|3,Supermarket Type1,3467.4864,7,1006.6896,4250.4672,99.87,0.0,1.5999999999999943
525,16.35,0.062411404000000004,Tier 1,Supermarket Type1,5416.9488,12,225.7062,7222.5984,101.8674,0.062109174,3.9000000000000057
526,8.6,0.032754431,Tier 2|3,Supermarket Type2,283.6308,0,283.6308,4963.539000000001,69.2432,0.032463574,3.6999999999999886
527,5.825,0.160178832,Tier 1,Grocery Store,323.5788,24,323.5788,2588.6304,33.9558,0.091042211,2.9000000000000057
528,19.0,0.10403514800000001,Tier 2|3,Supermarket Type1,5206.556,2,452.744,5206.556,143.8128,0.102949031,3.0999999999999943
529,7.56,0.06390019,Tier 2|3,Supermarket Type1,2503.408,7,312.926,2503.408,99.87,0.063462048,3.0999999999999943
530,12.6,0.06264811099999999,Tier 2|3,Supermarket Type1,1960.781,22,825.592,2270.3779999999997,73.238,0.06264811099999999,2.8999999999999915
531,15.6,0.11168586800000001,Tier 2|3,Grocery Store,370.1848,11,370.1848,3516.7556,33.29,0.06672613299999999,1.1000000000000227
532,8.71,0.23303981699999998,Tier 2|3,Grocery Store,95.8752,11,95.8752,1198.44,33.29,0.0,3.3999999999999986
533,18.1,0.17824575,Tier 1,Supermarket Type1,3299.7048,10,314.2576,3299.7048,111.8544,0.17824575,3.4000000000000057
534,13.35,0.140241213,Tier 2|3,Supermarket Type1,2684.5056,2,1938.8096,5219.872,143.8128,0.138777108,2.700000000000017
535,16.6,0.0,Tier 1,Supermarket Type1,2085.2856,12,347.5476,3823.0236,101.8674,0.0,2.5
536,6.695,0.033935576,Tier 2|3,Supermarket Type1,2210.456,5,2210.456,7073.4592,113.8518,0.0,3.3999999999999773
537,17.7,0.016516275,Tier 2|3,Supermarket Type3,2187.153,24,97.2068,2187.153,241.6854,0.0,3.6999999999999957
538,16.6,0.026537206,Tier 1,Supermarket Type1,1049.9666,12,607.8754,1049.9666,101.8674,0.0,4.0
539,15.35,0.015673267,Tier 2|3,Supermarket Type1,2719.7929999999997,5,286.29400000000004,3006.087,113.8518,0.015663185,3.8999999999999773
540,19.7,0.089083914,Tier 2|3,Grocery Store,56.593,11,56.593,1754.3829999999998,33.29,0.052964982,3.6000000000000014
541,14.3,0.13115279900000001,Tier 2|3,Supermarket Type1,231.6984,2,231.6984,1312.9576,143.8128,0.12978357699999998,2.9000000000000057
542,13.0,0.083109455,Tier 2|3,Supermarket Type3,5734.5354,24,197.7426,5734.5354,241.6854,0.083109455,3.5999999999999943
543,10.0,0.045818773,Tier 2|3,Supermarket Type1,1398.18,22,139.81799999999998,2376.906,73.238,0.045818773,3.6999999999999886
544,14.8,0.044869794000000005,Tier 2|3,Supermarket Type1,1531.34,5,229.701,2679.845,113.8518,0.044660955,3.700000000000003
545,19.5,0.0,Tier 1,Grocery Store,319.584,24,319.584,3994.8,33.9558,0.0,2.4000000000000057
546,8.71,0.04605781,Tier 1,Supermarket Type1,633.8416,10,407.4696,1222.4088,111.8544,0.0,0.30000000000000426
547,12.15,0.030815427000000003,Tier 2|3,Grocery Store,1014.6792,11,1014.6792,6088.0752,33.29,0.018321361,3.6999999999999886
548,17.85,0.01806055,Tier 2|3,Supermarket Type1,2094.6068,7,761.6752,4189.2136,99.87,0.017936715,3.299999999999997
549,9.5,0.035205866,Tier 1,Supermarket Type1,2386.2272,10,170.4448,3579.3408,111.8544,0.035121963,3.1999999999999886
550,11.8,0.076705948,Tier 2|3,Supermarket Type1,780.9834,5,33.9558,780.9834,113.8518,0.076348933,3.3999999999999986
551,14.1,0.089677773,Tier 1,Supermarket Type1,1693.7952,12,846.8976,3528.74,101.8674,0.089243504,3.5
552,13.1,0.132327406,Tier 1,Grocery Store,334.2316,24,334.2316,3008.0844,33.9558,0.075515154,3.299999999999983
553,19.35,0.065520388,Tier 1,Supermarket Type1,1342.2528,12,671.1264,5033.448,101.8674,0.0,3.0
554,19.75,0.012518706999999999,Tier 2|3,Supermarket Type1,4916.2672,2,1323.6104,4916.2672,143.8128,0.012437935,3.0999999999999943
555,10.3,0.050353695,Tier 2|3,Supermarket Type1,1757.7120000000002,2,239.688,1757.7120000000002,143.8128,0.0,2.200000000000003
556,17.75,0.110762642,Tier 2|3,Supermarket Type3,1637.868,24,218.3824,1637.868,241.6854,0.0,2.700000000000003
557,9.395,0.045050674000000006,Tier 2|3,Supermarket Type3,1747.725,24,83.225,2080.625,241.6854,0.045050674000000006,3.200000000000003
558,10.8,0.083016832,Tier 2|3,Supermarket Type1,2876.256,2,575.2512,7478.2656,143.8128,0.082150145,3.1000000000000227
559,17.75,0.0,Tier 2|3,Supermarket Type1,1966.7732,7,280.9676,4354.9978,99.87,0.0,2.5
560,8.575,0.023983257999999997,Tier 2|3,Supermarket Type2,958.752,0,213.05599999999998,958.752,69.2432,0.023866079,1.7999999999999972
561,19.1,0.075836522,Tier 2|3,Grocery Store,81.2276,11,81.2276,1096.5726,33.29,0.045088724000000004,3.700000000000003
562,20.7,0.100330684,Tier 1,Supermarket Type1,1238.388,10,247.6776,2105.2596,111.8544,0.100091576,3.0999999999999943
563,9.695,0.051778173,Tier 1,Grocery Store,319.584,24,319.584,4314.384,33.9558,0.029567218,2.6000000000000227
564,6.785,0.022970467999999997,Tier 2|3,Supermarket Type1,4418.2488,5,210.3928,5890.9984,113.8518,0.022970467999999997,2.3000000000000114
565,6.57,0.066014596,Tier 2|3,Supermarket Type1,2863.6058,22,2863.6058,4165.2448,73.238,0.066014596,1.6999999999999886
566,5.78,0.07429945,Tier 2|3,Supermarket Type1,1845.5976,7,790.9704,6855.0768,99.87,0.0,2.6999999999999886
567,6.92,0.131128467,Tier 1,Supermarket Type1,1561.9668,10,183.7608,1561.9668,111.8544,0.131128467,2.6000000000000085
568,20.25,0.014816356000000001,Tier 1,Supermarket Type1,3848.324,10,1154.4972,5195.2374,111.8544,0.014721719,3.4000000000000057
569,13.65,0.049318315,Tier 2|3,Supermarket Type1,2097.27,7,2097.27,2996.1,99.87,0.048980156,3.0999999999999943
570,13.5,0.017960491999999998,Tier 2|3,Supermarket Type1,639.168,2,159.792,1597.92,143.8128,0.0,3.200000000000003
571,16.5,0.035801238,Tier 2|3,Supermarket Type2,559.2719999999999,0,559.2719999999999,1584.604,69.2432,0.035626319,2.5999999999999943
572,16.7,0.038606365,Tier 2|3,Supermarket Type1,2770.3938,7,1749.7224,5540.7876,99.87,0.038341653999999996,3.6999999999999886
573,8.68,0.008871687,Tier 2|3,Supermarket Type2,295.6152,0,98.5384,2956.152,69.2432,0.008792906999999999,3.5
574,8.365,0.125793938,Tier 1,Grocery Store,37.9506,24,37.9506,986.7156,33.9558,0.071498575,3.5
575,7.235,0.058369013,Tier 2|3,Supermarket Type2,1267.0174,0,230.3668,4376.9692,69.2432,0.0,2.5999999999999943
576,16.75,0.0,Tier 1,Supermarket Type1,353.5398,12,157.1288,1296.3126,101.8674,0.0,3.5
577,15.35,0.07326933599999999,Tier 2|3,Supermarket Type1,1118.5439999999999,5,559.2719999999999,2609.936,113.8518,0.07292831599999999,2.5999999999999943
578,10.8,0.049677650999999996,Tier 2|3,Supermarket Type1,4655.2736,22,1225.072,5145.3024,73.238,0.049478259000000004,3.5999999999999943
579,6.26,0.031470832000000004,Tier 1,Supermarket Type1,1547.3192,10,221.0456,2431.5016,111.8544,0.031470832000000004,1.0999999999999943
580,5.63,0.024579432000000002,Tier 1,Supermarket Type1,1045.306,10,1045.306,3135.9179999999997,111.8544,0.024520853999999998,3.299999999999997
581,6.92,0.131665479,Tier 2|3,Supermarket Type1,275.6412,2,183.7608,1561.9668,143.8128,0.131128467,2.6000000000000085
582,12.15,0.015523707,Tier 2|3,Supermarket Type2,2735.1064,0,631.1784,9678.0688,69.2432,0.015385857,3.1000000000000227
583,16.6,0.122475364,Tier 2|3,Supermarket Type1,347.5476,7,347.5476,3823.0236,99.87,0.0,2.5
584,9.195,0.10789139800000001,Tier 1,Supermarket Type1,3817.0314,12,363.5268,6179.9556,101.8674,0.107870997,2.4000000000000057
585,19.0,0.128065918,Tier 2|3,Supermarket Type1,1905.5196,5,1164.4842,4022.7636,113.8518,0.127469857,3.4000000000000057
586,9.395,0.045361705,Tier 2|3,Supermarket Type1,665.8,7,83.225,2080.625,99.87,0.045050674000000006,3.200000000000003
587,9.8,0.09039035699999999,Tier 2|3,Supermarket Type1,2324.9736,22,387.4956,4649.9472,73.238,0.09039035699999999,2.4000000000000057
588,12.6,0.087029712,Tier 2|3,Supermarket Type3,3205.1612,24,663.1368,3205.1612,241.6854,0.087029712,0.7999999999999972
589,18.85,0.052054819,Tier 1,Supermarket Type1,2101.9306,12,2101.9306,6687.960999999999,101.8674,0.0520115,3.0
590,9.13,0.051952572999999995,Tier 2|3,Supermarket Type1,1821.6288,7,303.6048,1973.4312,99.87,0.051804277999999995,2.8999999999999773
591,9.0,0.050786366,Tier 2|3,Supermarket Type1,3643.2576,2,3643.2576,4857.6768,143.8128,0.050256160999999994,1.3000000000000114
592,17.1,0.067141355,Tier 2|3,Supermarket Type1,2942.836,5,113.186,2942.836,113.8518,0.0,2.200000000000003
593,6.715,0.121485195,Tier 2|3,Supermarket Type1,587.2356,22,251.6724,838.908,73.238,0.121485195,3.5
594,5.82,0.080640478,Tier 1,Supermarket Type1,2886.243,12,509.337,4923.590999999999,101.8674,0.0,3.6999999999999886
595,18.7,0.037699254,Tier 2|3,Supermarket Type1,2223.772,7,111.1886,2334.9606,99.87,0.03761584,4.0
596,7.93,0.0,Tier 2|3,Supermarket Type2,487.3656,0,487.3656,2924.1936,69.2432,0.0,3.200000000000003
597,18.75,0.034501405,Tier 2|3,Supermarket Type1,5770.4886,2,3419.5488,5770.4886,143.8128,0.0,4.0
598,20.349999999999998,0.053795154000000005,Tier 2|3,Supermarket Type3,1414.1592,24,117.8466,2356.9320000000002,241.6854,0.053795154000000005,3.0
599,5.0,0.044004675,Tier 1,Supermarket Type1,5502.8369999999995,12,379.506,6261.849,101.8674,0.0,1.6000000000000227
600,7.445,0.0,Tier 1,Supermarket Type1,2181.8266,12,451.4124,2783.7098,101.8674,0.0,3.5
601,20.85,0.12125037400000001,Tier 1,Supermarket Type1,1565.9616,12,1565.9616,4306.3944,101.8674,0.12122744699999999,3.5999999999999943
602,20.85,0.0,Tier 2|3,Supermarket Type2,1054.6272,0,820.2656,3866.9664,69.2432,0.0,2.0999999999999943
603,19.2,0.10023011400000001,Tier 1,Supermarket Type1,1667.829,10,778.3202,4225.1668,111.8544,0.099589909,3.8000000000000114
604,17.35,0.167383061,Tier 1,Supermarket Type1,2812.3392,12,351.5424,3691.1952,101.8674,0.16657250099999998,1.9000000000000057
605,14.3,0.034404732,Tier 2|3,Supermarket Type1,489.36300000000006,5,489.36300000000006,2251.0698,113.8518,0.034244601,2.700000000000003
606,19.5,0.082719632,Tier 2|3,Supermarket Type1,2865.6032,7,716.4008,5193.9058,99.87,0.0,3.4000000000000057
607,6.675,0.041913535,Tier 2|3,Supermarket Type1,1665.8316,5,1018.0082,2868.9322,113.8518,0.0,3.799999999999997
608,8.18,0.0132043,Tier 2|3,Supermarket Type1,2694.4926,2,425.4462,2694.4926,143.8128,0.0,3.3000000000000114
609,6.98,0.041105789,Tier 1,Supermarket Type1,1555.9746,12,491.3604,1555.9746,101.8674,0.041071581,1.7999999999999972
610,20.5,0.141106202,Tier 2|3,Supermarket Type3,3836.3396,24,1159.8236,3836.3396,241.6854,0.141106202,2.8000000000000114
611,16.85,0.036463975,Tier 2|3,Supermarket Type1,543.2928,7,543.2928,2625.9152,99.87,0.036213953,2.200000000000003
612,14.8,0.01946418,Tier 2|3,Supermarket Type1,1950.7939999999999,22,390.1588,3901.5879999999997,73.238,0.019386056999999998,3.3000000000000114
613,12.3,0.0,Tier 2|3,Supermarket Type1,177.7686,22,177.7686,2548.0166,73.238,0.0,3.1000000000000014
614,7.435,0.12308681199999999,Tier 2|3,Supermarket Type1,1035.319,7,621.1914,4555.4036,99.87,0.12224284699999999,3.5
615,15.1,0.10564685300000001,Tier 2|3,Supermarket Type1,949.4308,5,123.8388,949.4308,113.8518,0.10564685300000001,1.6000000000000014
616,9.195,0.11814937699999999,Tier 2|3,Supermarket Type1,1283.6624,2,1283.6624,4974.1918,143.8128,0.116915909,2.0
617,10.1,0.046545786,Tier 2|3,Supermarket Type1,484.7024,22,363.5268,1272.3438,73.238,0.046545786,1.2999999999999972
618,16.0,0.065009745,Tier 2|3,Supermarket Type1,934.7832,22,856.8846,1869.5664,73.238,0.065009745,3.4000000000000057
619,17.7,0.016630303,Tier 2|3,Supermarket Type1,534.6374,7,97.2068,2187.153,99.87,0.0,3.6999999999999957
620,8.1,0.134532392,Tier 1,Supermarket Type1,878.8560000000001,10,79.896,918.804,111.8544,0.133673087,2.5
621,20.6,0.083133128,Tier 1,Supermarket Type1,1332.9316,10,121.1756,3877.6192,111.8544,0.082602127,1.5999999999999943
622,20.35,0.039428167,Tier 2|3,Supermarket Type2,3560.6984,0,254.3356,3560.6984,69.2432,0.0,3.1999999999999886
623,8.195,0.0,Tier 2|3,Supermarket Type2,647.8234,0,647.8234,2313.655,69.2432,0.0,3.0
624,17.75,0.034823127,Tier 2|3,Supermarket Type1,4993.5,7,499.35,10236.675,99.87,0.034584356000000004,1.299999999999983
625,7.475,0.148492521,Tier 2|3,Supermarket Type1,1691.7978,5,1691.7978,6767.1912,113.8518,0.0,2.8000000000000114
626,19.0,0.06590129900000001,Tier 2|3,Supermarket Type2,1695.7926,0,188.4214,5275.7992,69.2432,0.065316099,3.4000000000000057
627,12.6,0.041622264,Tier 1,Supermarket Type1,4042.7376,10,122.5072,5022.7952,111.8544,0.0,4.0
628,9.0,0.064933297,Tier 2|3,Supermarket Type3,4763.799,24,176.437,7763.228,241.6854,0.064933297,3.299999999999983
629,7.895,0.0945493,Tier 2|3,Supermarket Type1,1640.5312,5,1230.3984,3691.1952,113.8518,0.094109236,3.799999999999997
630,15.85,0.107076832,Tier 2|3,Supermarket Type3,1288.9888,24,117.1808,1288.9888,241.6854,0.107076832,2.200000000000003
631,17.1,0.12867498300000002,Tier 2|3,Supermarket Type1,2334.9606,7,222.3772,4447.544,99.87,0.0,3.299999999999997
632,8.355,0.18832266399999997,Tier 2|3,Supermarket Type2,2207.127,0,588.5672,4414.254,69.2432,0.0,2.9000000000000057
633,10.895,0.0,Tier 1,Grocery Store,437.4306,24,437.4306,5394.9774,33.9558,0.0,3.6999999999999886
634,18.5,0.052025392000000004,Tier 2|3,Supermarket Type1,2370.248,22,1540.6612,4029.4216,73.238,0.0,1.5
635,19.0,0.065316099,Tier 2|3,Supermarket Type3,5087.3778,24,188.4214,5275.7992,241.6854,0.065316099,3.4000000000000057
636,8.975,0.01516265,Tier 2|3,Grocery Store,103.199,11,103.199,3095.97,33.29,0.009014978,2.1999999999999886
637,10.1,0.053584207,Tier 1,Supermarket Type1,4697.8848,12,671.1264,5145.3024,101.8674,0.0,2.6999999999999886
638,9.285,0.020989132,Tier 2|3,Supermarket Type1,2406.867,22,2406.867,4653.2762,73.238,0.0,2.8999999999999773
639,11.6,0.144017405,Tier 1,Supermarket Type1,5736.5328,12,717.0666,7170.666,101.8674,0.143319995,3.3000000000000114
640,17.7,0.11597812199999999,Tier 2|3,Supermarket Type3,7192.6374,24,184.4266,7192.6374,241.6854,0.11597812199999999,3.5999999999999943
641,12.5,0.081465335,Tier 2|3,Supermarket Type2,6611.394,0,1322.2788,6611.394,69.2432,0.080741927,1.6999999999999886
642,16.0,0.041177505,Tier 2|3,Supermarket Type1,3246.4408,2,1834.9448,4516.7872,143.8128,0.040747616,3.1999999999999886
643,14.15,0.042352822000000005,Tier 2|3,Supermarket Type2,1262.3568,0,578.5802,1262.3568,69.2432,0.042180995,2.6000000000000014
644,20.2,0.074541867,Tier 2|3,Supermarket Type2,1758.3778,0,185.0924,1943.4702,69.2432,0.0,2.6999999999999886
645,13.65,0.18454121,Tier 2|3,Supermarket Type1,4672.5844,7,1274.3412,4672.5844,99.87,0.18416771199999998,2.3000000000000114
646,17.25,0.114160573,Tier 2|3,Supermarket Type1,3775.086,2,251.6724,6795.1548,143.8128,0.113497001,2.799999999999983
647,5.655,0.175352413,Tier 1,Supermarket Type1,2478.7734,10,291.6204,2478.7734,111.8544,0.0,3.5
648,20.75,0.083590755,Tier 2|3,Supermarket Type1,3067.3406,5,3067.3406,4149.9314,113.8518,0.083536989,3.5
649,5.175,0.029471407999999998,Tier 2|3,Supermarket Type1,3281.7282,22,211.7244,3281.7282,73.238,0.029471407999999998,2.5
650,20.0,0.028282832,Tier 2|3,Supermarket Type1,1086.5856,2,45.2744,1222.4088,143.8128,0.0,1.3000000000000043
651,11.8,0.0,Tier 2|3,Grocery Store,229.701,11,229.701,1516.0266,33.29,0.0,1.6000000000000014
652,16.75,0.008208341999999999,Tier 2|3,Supermarket Type1,1528.011,7,203.7348,2852.2872,99.87,0.0,3.8999999999999915
653,18.35,0.03334929,Tier 2|3,Supermarket Type2,1990.7420000000002,0,306.268,1990.7420000000002,69.2432,0.0,3.0999999999999943
654,12.8,0.076060037,Tier 1,Supermarket Type1,868.8689999999999,12,868.8689999999999,3765.099,101.8674,0.075691713,3.0999999999999943
655,19.75,0.014301326000000001,Tier 1,Supermarket Type1,1230.3984,12,410.1328,3075.9959999999996,101.8674,0.014232071,3.3999999999999915
656,8.75,0.074931201,Tier 2|3,Supermarket Type2,938.778,0,938.778,7322.4684,69.2432,0.0,1.8999999999999773
657,13.3,0.080131363,Tier 2|3,Supermarket Type2,4194.54,0,699.09,5359.69,69.2432,0.079739853,1.5
658,18.85,0.167444431,Tier 2|3,Supermarket Type1,1166.4816,22,583.2408,3110.6176,73.238,0.167444431,3.0
659,9.695,0.03033748,Tier 1,Supermarket Type1,5764.4964,10,2217.114,6207.9192,111.8544,0.030143704,1.5999999999999943
660,20.7,0.04874969,Tier 2|3,Supermarket Type1,113.8518,5,113.8518,1024.6662,113.8518,0.048522793,2.6000000000000014
661,11.5,0.014788593999999999,Tier 2|3,Supermarket Type3,7443.644,24,1211.756,7443.644,241.6854,0.014788593999999999,2.6999999999999886
662,11.1,0.11129811099999999,Tier 2|3,Supermarket Type1,3057.3536,2,573.2538,5159.2842,143.8128,0.11084417,2.5
663,8.975,0.05268526,Tier 2|3,Supermarket Type1,3579.3408,22,170.4448,3579.3408,73.238,0.0,3.299999999999997
664,12.15,0.018485511,Tier 2|3,Supermarket Type2,1522.0188,0,1014.6792,6088.0752,69.2432,0.018321361,3.6999999999999886
665,7.67,0.184689756,Tier 2|3,Supermarket Type1,450.0808,22,69.2432,934.7832,73.238,0.183948465,3.3999999999999986
666,13.8,0.064153845,Tier 2|3,Supermarket Type1,607.2096,22,227.7036,1669.8264,73.238,0.0,3.5
667,4.785,0.092516598,Tier 2|3,Supermarket Type1,1325.6078,22,361.5294,3735.8038,73.238,0.092145264,3.3999999999999915
668,20.0,0.10424519800000001,Tier 1,Supermarket Type1,1270.3464,10,211.7244,3705.177,111.8544,0.10399676,2.0999999999999943
669,6.785,0.041779181,Tier 2|3,Supermarket Type3,1107.8912,24,340.8896,1107.8912,241.6854,0.041779181,2.8000000000000043
670,8.395,0.07226985,Tier 2|3,Supermarket Type2,3542.0559999999996,0,3542.0559999999996,7843.124,69.2432,0.071628097,3.299999999999983
671,6.175,0.17980696100000002,Tier 2|3,Supermarket Type2,1534.0032,0,575.2512,3930.8832,69.2432,0.0,1.5999999999999943
672,8.21,0.044995630999999994,Tier 1,Supermarket Type1,1308.297,10,610.5386,1569.9564,111.8544,0.044888397000000003,3.200000000000003
673,19.7,0.053523765,Tier 2|3,Supermarket Type1,1471.418,2,56.593,1754.3829999999998,143.8128,0.052964982,3.6000000000000014
674,19.6,0.041459372,Tier 2|3,Supermarket Type2,1239.7196,0,88.5514,3364.9532,69.2432,0.041091215,3.1999999999999886
675,7.5,0.036234918,Tier 1,Supermarket Type1,3896.2616,12,354.2056,6729.9064,101.8674,0.0,2.700000000000017
676,5.845,0.10544580099999999,Tier 2|3,Supermarket Type2,1496.0526,0,1496.0526,7266.5412,69.2432,0.104998144,1.1999999999999886
677,11.395,0.0,Tier 2|3,Supermarket Type1,3460.8284,22,300.9416,4363.6532,73.238,0.0,2.8999999999999773
678,7.17,0.05997133,Tier 2|3,Supermarket Type2,2870.9296,0,2348.9424,4828.3816,69.2432,0.059438787,2.6999999999999886
679,5.75,0.075595405,Tier 2|3,Supermarket Type1,1259.6936,2,572.5880000000001,3435.528,143.8128,0.07480619599999999,3.5
680,15.5,0.21037580600000003,Tier 2|3,Grocery Store,177.1028,11,177.1028,2479.4392,33.29,0.12568791699999998,2.4000000000000057
681,7.76,0.059341019,Tier 2|3,Supermarket Type1,798.96,5,399.48,1897.53,113.8518,0.05930285,3.1000000000000085
682,13.65,0.18520944,Tier 2|3,Supermarket Type1,3185.853,2,1274.3412,4672.5844,143.8128,0.18416771199999998,2.3000000000000114
683,10.8,0.098566832,Tier 1,Supermarket Type1,1488.0629999999999,10,99.2042,4960.21,111.8544,0.09793725199999999,2.5999999999999943
684,11.1,0.11084417,Tier 1,Supermarket Type1,5159.2842,10,573.2538,5159.2842,111.8544,0.11084417,2.5
